claim,label,language,output,correct,inconclusive
"“To date, there was virtually no mechanism for identifying illegal and ...",mostly true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"“The 8 -month budget is executed and there is an exaggeration.The budget of 9, 10, 11 and 12 months will also be executed. ”",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"The Georgian Dream has increased the number of public servants by 14,000",mostly false,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა შესაბამისი მონაცემების გადამოწმება. თუ ოფიციალური სტატისტიკა ან სანდო წყაროები ადასტურებენ, რომ „ქართული ოცნების“ მმართველობის პერიოდში საჯარო მოხელეთა რაოდენობა გაიზარდა 14,000-ით, მაშინ პრეტენზია შეიძლება ჩაითვალოს „მართალი“. თუ მონაცემები აჩვენებს, რომ ზრდა იყო, მაგრამ არა ზუსტად 14,000, მაშინ პრეტენზია შეიძლება იყოს „ძირითადად მართალი“. თუ ზრდა იყო მნიშვნელოვნად ნაკლები ან მეტი, მაშინ პრეტენზია შეიძლება იყოს „ნახევრად მართალი“ ან „ძირითადად მცდარი“. თუ ზრდა საერთოდ არ ყოფილა, მაშინ პრეტენზია არის „მცდარი“.

საბოლოო პასუხი: ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა შესაბამისი მონაცემების გადამოწმება.",False,True
Predicting supplements in state agencies contradict the requirement of the applicable law,true,ka,საბოლოო პასუხი: „მართალია“,False,True
The current account deficit in 2018 was 7.7% of GDP and decreased compared to the previous year.This p ...,true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"“One area we have to do is construction, but I will tell you that I have 40%in construction ...",mostly false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
“In all evaluations (in the last 6-8 years) the Public Broadcaster was named as in ...,half true,ka,"ამ პრეტენზიის შეფასება მოითხოვს დამატებით კონტექსტს და მტკიცებულებებს. საჭიროა ვიცოდეთ, თუ რა შეფასებები და შეფასების კრიტერიუმები გამოიყენებოდა ბოლო 6-8 წლის განმავლობაში, და რა დასკვნები გაკეთდა ამ შეფასებებში. თუ ყველა შეფასება მართლაც ადასტურებს, რომ საზოგადოებრივი მაუწყებელი იყო დასახელებული გარკვეული გზით, მაშინ პრეტენზია შეიძლება იყოს მართალი. თუმცა, თუ არსებობს განსხვავებული შეფასებები ან არ არის საკმარისი მტკიცებულებები, პრეტენზია შეიძლება იყოს მცდარი ან ნაწილობრივ მართალი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"We have a heavy social background, about 38% of the city budget is spent on social programs",mostly true,ka,საბოლოო პასუხი: მართალია.,False,True
NATO European Analog: A rift between the Western countries has emerged,half true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"There is a precedent for ""Hriko Slovakia"" when to protect the court with impartiality ...",false,ka,საბოლოო პასუხი: მცდარი.,False,True
"APR 9, 2015 - Aqui No Brasil, O Sindicato Dos Jornalistas Do Paraná Denunciou ...... a maioria dessas investigações é ligada a reportagens do jornal gazeta do povo, de 2012. ... para a gente é é um constrangimento, um constrangimento muito ...",false,ka,საბოლოო პასუხი: მართალია,False,True
"“In 2012 it was impossible to request any public information from the Audit Office, long ...",mostly false,ka,საბოლოო პასუხი: მართალია.,False,True
"Kutaisi has recovered two million GEL from municipal transport each year, which is in the pocket of the males ...",mostly false,ka,საბოლოო პასუხი: მცდარი.,False,True
"With the 2018 budget project, the current expenses of the government are reduced by 1.5%",mostly false,ka,საბოლოო პასუხი: მართალია,False,True
"Today is our economy growth forecast 4.6%, which is the highest growth in the whole region",mostly false,ka,"ამ პრეტენზიის სისწორე დამოკიდებულია რამდენიმე ფაქტორზე, მათ შორის რეგიონში სხვა ქვეყნების ეკონომიკური ზრდის პროგნოზებზე. თუ რეგიონში სხვა ქვეყნების ეკონომიკური ზრდის პროგნოზები 4.6%-ზე დაბალია, მაშინ პრეტენზია შეიძლება იყოს მართალი ან ძირითადად მართალი. თუმცა, თუ არსებობს ქვეყნები, რომელთა ეკონომიკური ზრდის პროგნოზი 4.6%-ზე მაღალია, მაშინ პრეტენზია იქნება მცდარი ან ძირითადად მცდარი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
The Ministry of Foreign Affairs was not informed about the president's visit to the US,mostly false,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა ეს პრეტენზია მართალი, საჭიროა მეტი ინფორმაცია. თუ დადასტურებულია, რომ პრეზიდენტის ვიზიტის შესახებ ინფორმაცია არ მიუღია საქართველოს საგარეო საქმეთა სამინისტროს, მაშინ პრეტენზია მართალია. თუ ინფორმაცია ნაწილობრივ მიუღიათ ან სხვა წყაროებიდან მიუღიათ, მაშინ პრეტენზია შეიძლება იყოს ძირითადად მართალი ან ნახევრად მართალი. თუ დადასტურებულია, რომ სამინისტრომ მიიღო ინფორმაცია, მაშინ პრეტენზია მცდარია ან ძირითადად მცდარი.

საბოლოო პასუხი: ამ ეტაპზე, დამატებითი ინფორმაციის გარეშე, ვერ განვსაზღვრავ.",False,True
"“Under your government, the country has lost a billion and a half.These were 700 million specific receipts in the budget and half a billion dollars of foreign exchange reserve to stabilize the GEL exchange rate. """,half true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"In 2016 we had 23 million regional projects in Kakheti, increased in 2017, in 2018 - 35 ...",true,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა კონკრეტული მონაცემები და წყაროები, რომლებიც ადასტურებენ ან უარყოფენ აღნიშნულ ციფრებს. თუმცა, თუ დავუშვებთ, რომ ეს ინფორმაცია სწორია და არ გვაქვს საწინააღმდეგო მტკიცებულება, შეგვიძლია ვთქვათ, რომ პრეტენზია შეიძლება იყოს «მართალია» ან «ძირითადად მართალია». 

საბოლოო პასუხი: ძირითადად მართალია.",False,True
Anti -dumping legislation is in force in Georgia,false,ka,საბოლოო პასუხი: მართალია,False,True
"According to international assessments, we even have challenges in literacy today, Pisa's estimates ...",true,ka,საბოლოო პასუხი: მართალია,False,True
Developments in Greece will definitely have an impact on Georgia,true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"""The number of stateless students who could not pay for money are reduced on the contrary""",false,ka,საბოლოო პასუხი: მცდარი,False,True
"In the past three years, state debt has increased over 3 billion",true,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა კონკრეტული მონაცემები და ფაქტები, რომლებიც ასახავს სახელმწიფო ვალის ზრდას ბოლო სამი წლის განმავლობაში. თუ ეს ინფორმაცია არ არის ხელმისაწვდომი, ვერ შევძლებ ზუსტად განსაზღვრას, არის თუ არა პრეტენზია მართებული.

საბოლოო პასუხი: ვერ განისაზღვრება.",False,True
"Last months, budget deficit spending has not affected the amount of money in circulation ...",mostly false,ka,საბოლოო პასუხი: მცდარი,False,True
"The Law on Prosecutor's Office is an imitation of depoliticisms of this body, which is still the system of ruling Paul ...",mostly true,ka,საბოლოო პასუხი: მცდარი.,False,True
"During my presidency, in addition to 2008, more people were returning to Georgia than they were going",half true,ka,"ამ პრეტენზიის სიზუსტის შესაფასებლად საჭიროა რამდენიმე ფაქტორის გათვალისწინება, მათ შორის დემოგრაფიული მონაცემები და მიგრაციის ტენდენციები საქართველოსთვის (ქვეყანა) 2008 წელს და მის შემდეგ. 2008 წელი იყო მნიშვნელოვანი წელი საქართველოსთვის, რადგან ამ წელს მოხდა რუსეთ-საქართველოს ომი, რამაც გამოიწვია მნიშვნელოვანი შიდა გადაადგილება და მიგრაცია.

თუ პრეტენზია ეხება საქართველოს (ქვეყანას) და არა აშშ-ის შტატს, მაშინ უნდა განვიხილოთ, რომ 2008 წლის ომის შემდეგ ბევრი ადამიანი იძულებული გახდა დაეტოვებინა თავიანთი სახლები. თუმცა, ომის შემდეგ, საქართველოს მთავრობამ და საერთაშორისო ორგანიზაციებმა დაიწყეს ძალისხმევა დევნილთა დაბრუნების და რეინტეგრაციისთვის.

ამიტომ, თუ პრეტენზია ეხება საქართველოს (ქვეყანას), მაშინ შეიძლება ითქვას, რომ 2008 წლის შემდეგ იყო გარკვეული დაბრუნების ტენდენცია, მაგრამ ეს არ ნიშნავს, რომ ეს ტენდენცია იყო მუდმივი ან რომ დაბრუნებულთა რაოდენობა ყოველთვის აჭარბებდა წასულთა რაოდენობას.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"Spend so much money on agriculture and agriculture has not increased, and its economy is ...",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
Drug possessions are decriminalized only in the two countries of Europe and the situation has worsened both,half true,ka,"საბოლოო პასუხი: მცდარი

ევროპაში ნარკოტიკების ფლობის დეკრიმინალიზაცია არ არის მხოლოდ ორ ქვეყანაში. რამდენიმე ევროპულმა ქვეყანამ, მათ შორის პორტუგალიამ, ნიდერლანდებმა და ჩეხეთმა, ნარკოტიკების ფლობის დეკრიმინალიზაცია მოახდინეს. ასევე, არ არსებობს მტკიცებულება, რომ დეკრიმინალიზაციამ სიტუაცია გააუარესა ყველა ამ ქვეყანაში. მაგალითად, პორტუგალიაში დეკრიმინალიზაციის შემდეგ ნარკოტიკების მოხმარების და ნარკოტიკებთან დაკავშირებული პრობლემების შემცირება დაფიქსირდა.",False,True
We have received the conclusion of the Legal Department of Parliament that our project is not contrary to the constitution ...,mostly false,ka,საბოლოო პასუხი: მართალია,False,True
"The state spends 40 million in Georgian football every year, though football is nothing ... We have to finish the swamp in the Football Federation",false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
The City Council is not legally authorized to oblige any executive body in the budget ...,half true,ka,საბოლოო პასუხი: მართალია.,False,True
"""Today [November 13] is more than the taxes received than it was last year.""",false,ka,საბოლოო პასუხი: მცდარი,False,True
“Georgia has managed to export export to the Russian market.Today Russia's embargo imposition like this ...,half true,ka,საბოლოო პასუხი: მცდარი.,False,True
"""I would like to remind you, no action, if it does not interfere with movement, does not need a prior permission.""",true,ka,საბოლოო პასუხი: მცდარი,False,True
There were more than 20 cases in parliament when the creation of a temporary investigation commission demanded the opposition ...,mostly true,ka,საბოლოო პასუხი: მართალია,False,True
"During the period of unnamed rule [the previous government], along with economic growth, it is also sharp ...",half true,ka,"ამ ფრაზის საფუძველზე, ჩვენ არ გვაქვს საკმარისი ინფორმაცია იმის დასადგენად, თუ რა არის „მართალია“ ან „მცდარი“. ფრაზა „During the period of unnamed rule [the previous government], along with economic growth, it is also sharp ...“ არ შეიცავს საკმარის დეტალებს ან მტკიცებულებებს, რომ დავადგინოთ მისი სიზუსტე. ჩვენ არ ვიცით, რა არის „sharp“ და რა კონტექსტში გამოიყენება ეს სიტყვა.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"“Our competitiveness improves.Lately, in the last 2 years, there will be a lot of progress ...",true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"""Instead of creating new jobs, only 42,000 jobs were lost in 3 months.""",mostly false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"During the voting by a party representative, the voter lists from the desk lists independently ...",mostly false,ka,საბოლოო პასუხი: მცდარი,False,True
"“A few months ago, 113kg of heroin was seized when the previous government was all year old ...",half true,ka,საბოლოო პასუხი: მცდარი,False,True
"Emergency doctor in Tbilisi has a salary of GEL 1,500 and 400-500 GEL in Kutaisi",mostly true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"Crime statistics are supplied to Geostat, which is fully published in a quarter",false,ka,საბოლოო პასუხი: ნახევრად მართალია,False,True
No new enterprises have been opened by the agricultural program,false,ka,საბოლოო პასუხი: მართალია.,False,True
"""Georgia is today with low tax rates in the region""",true,ka,"საქართველოს საგადასახადო სისტემა ცნობილია თავისი შედარებით დაბალი გადასახადებით, განსაკუთრებით რეგიონში. ქვეყანა ახორციელებს დაბალი გადასახადების პოლიტიკას, რათა მოიზიდოს ინვესტიციები და ხელი შეუწყოს ეკონომიკურ ზრდას. თუმცა, იმისათვის, რომ ზუსტად განვსაზღვროთ, არის თუ არა ეს პრეტენზია „მართალი“, საჭიროა შედარებითი ანალიზი სხვა რეგიონის ქვეყნებთან.

საბოლოო პასუხი: ძირითადად მართალია.",False,True
The business will not have to pay for non -alcoholic beverages,mostly false,ka,საბოლოო პასუხი: მცდარი,False,True
"We have a disaster in all numbers: GDP per capita is reduced in dollars, private ...",half true,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"34 million GEL is issued for compensations, billions have been spoken in Gakharia presentations",mostly false,ka,"ამ პრეტენზიის შესაფასებლად საჭიროა რამდენიმე ფაქტორის გათვალისწინება. პირველ რიგში, უნდა დადგინდეს, ნამდვილად არის თუ არა 34 მილიონი ლარი (GEL) გამოყოფილი კომპენსაციებისთვის. მეორე, უნდა დადგინდეს, რამდენად ხშირად და რა კონტექსტში საუბრობდა გიორგი გახარია მილიარდებზე თავის პრეზენტაციებში.

თუ 34 მილიონი ლარი ნამდვილად გამოყოფილია კომპენსაციებისთვის და გახარიას პრეზენტაციებში ხშირად იყო ნახსენები მილიარდები, მაშინ პრეტენზია შეიძლება იყოს მართალი ან ძირითადად მართალი. თუ რომელიმე ეს ფაქტორი არ შეესაბამება სინამდვილეს, პრეტენზია შეიძლება იყოს ნახევრად მართალი, ძირითადად მცდარი ან მცდარი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
Interest rates are reduced to loans both legal and individuals.Decreased ...,true,ka,საბოლოო პასუხი: მცდარი.,False,True
"Since 2013, agriculture has increased significantly ... constant reduction from 2004 to 2012 ...",mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
The introduction of visa regulations is not related to tourism or economic problems ... this reg ...,false,ka,"საბოლოო პასუხი: დაუზუსტებელი

ეს პრეტენზია არ შეიცავს საკმარის ინფორმაციას იმის დასადგენად, არის თუ არა ის მართალი ან მცდარი. იმისათვის, რომ შეფასდეს, საჭიროა დამატებითი კონტექსტი და მონაცემები, რომლებიც აჩვენებს, თუ რა მიზეზებით არის შემოღებული ვიზის რეგულაციები.",False,True
"Many citizens have been recorded for months, weeks at the Rustavi City Hall, and no one will meet them ...",false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
“The manganese dioxide content in the air samples taken in the city of Zestafoni is 237 times the average ...,false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
Irakli Gharibashvili has been talking about economic indicators from improved [March this year],mostly false,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
80% of the defense budget is spent on salaries,mostly true,ka,"ამ პრეტენზიის სიზუსტის შესაფასებლად საჭიროა განვიხილოთ, თუ როგორ ნაწილდება თავდაცვის ბიუჯეტი. თავდაცვის ბიუჯეტი ჩვეულებრივ მოიცავს სხვადასხვა ხარჯებს, როგორიცაა პერსონალის ხელფასები, ოპერაციული ხარჯები, აღჭურვილობის შეძენა, კვლევა და განვითარება და ინფრასტრუქტურა. 

ბევრ ქვეყანაში, პერსონალის ხელფასები და შეღავათები მნიშვნელოვან ნაწილს შეადგენს თავდაცვის ბიუჯეტში, მაგრამ იშვიათად აღწევს 80%-ს. მაგალითად, აშშ-ის თავდაცვის ბიუჯეტში პერსონალის ხარჯები დაახლოებით 25-30%-ს შეადგენს, ხოლო დანარჩენი თანხები იხარჯება აღჭურვილობაზე, ოპერაციებზე და სხვა საჭიროებებზე.

თუ არ გვაქვს კონკრეტული მონაცემები იმ ქვეყნისთვის, რომელზეც პრეტენზიაა გაკეთებული, შეგვიძლია ვივარაუდოთ, რომ 80% არის გადაჭარბებული შეფასება.

საბოლოო პასუხი: მცდარი.",False,True
"In March we had a 6%growth of the economy and predict an annual 5%forecast, high economic growth ...",half true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა ეს პრეტენზია მართალი, საჭიროა რამდენიმე ფაქტორის გათვალისწინება:

1. **მარტის 6% ზრდა**: თუ მარტში ეკონომიკამ მართლაც 6%-ით გაიზარდა, ეს ნაწილი მართალია.
2. **წლიური 5% პროგნოზი**: თუ პროგნოზი მართლაც 5%-ია, ეს ნაწილი მართალია.
3. **მაღალი ეკონომიკური ზრდა**: ეკონომიკური ზრდის 5% ან მეტი, როგორც წესი, ითვლება მაღალი ზრდად.

თუ ორივე მონაცემი (მარტის 6% ზრდა და წლიური 5% პროგნოზი) სწორია, მაშინ პრეტენზია შეიძლება ჩაითვალოს მართალად. თუმცა, თუ რომელიმე მონაცემი არასწორია ან არ არის დადასტურებული, პრეტენზია შეიძლება იყოს მცდარი ან ნაწილობრივ მართალი.

საბოლოო პასუხი: ძირითადად მართალია.",False,True
"“Unfortunately, we inherited the economy, with a negative trade balance of 50 percent ...",half true,ka,"საბოლოო პასუხი: მცდარი

მიზეზი: ეკონომიკის მემკვიდრეობით მიღება და მისი მდგომარეობა შეიძლება იყოს სუბიექტური შეფასება, მაგრამ კონკრეტული ციფრები, როგორიცაა ""ნეგატიური სავაჭრო ბალანსი 50 პროცენტი"", შეიძლება შემოწმდეს ფაქტობრივად. სავაჭრო ბალანსი, როგორც წესი, არ გამოითვლება პროცენტებში, არამედ დოლარებში ან სხვა ვალუტაში. სავაჭრო ბალანსის 50 პროცენტიანი ნეგატიური მაჩვენებელი არ არის სტანდარტული ეკონომიკური მაჩვენებელი და, სავარაუდოდ, არასწორია.",False,True
Administrative costs decreasing with respect to the budget,mostly false,ka,საბოლოო პასუხი: ნახევრად მართალია.,False,True
"“During the previous government, for 8 years, 70km highway was constructed ... our team ...",half true,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა კონკრეტული მონაცემები და ფაქტები, რომლებიც ადასტურებენ ან უარყოფენ ამ განცხადებას. თუ არ გვაქვს ზუსტი ინფორმაცია, რომელიც ადასტურებს ან უარყოფს ამ პრეტენზიას, ვერ შევაფასებთ მის სიზუსტეს.

საბოლოო პასუხი: ვერ შეფასდება.",False,True
"Current [tender] none stopped ... not stopped at the invitation of the contract, Pro ...",false,ka,საბოლოო პასუხი: მცდარი,False,True
"According to Nodar Khaduri, the budget costs did not cause the depreciation of the GEL",mostly false,ka,საბოლოო პასუხი: მართალია,False,True
"""The detainees are mainly released on the basis of a plea agreement""",true,ka,საბოლოო პასუხი: „ნახევრად მართალია“,False,True
"Partnership Fund is a loss for 4 years, GEL 700 million",half true,ka,"იმისათვის, რომ ზუსტად შევაფასოთ პრეტენზია ""Partnership Fund is a loss for 4 years, GEL 700 million"", საჭიროა დეტალური ფინანსური მონაცემების გადამოწმება. ეს მოიცავს ფონდის ფინანსური ანგარიშების ანალიზს ბოლო ოთხი წლის განმავლობაში, რათა დადგინდეს, თუ ნამდვილად არის თუ არა ფონდი ზარალში და თუ ეს ზარალი შეადგენს 700 მილიონ ლარს.

თუ ფონდის ფინანსური ანგარიშები აჩვენებს, რომ ბოლო ოთხი წლის განმავლობაში ფონდი იყო ზარალში და ეს ზარალი შეადგენს 700 მილიონ ლარს, მაშინ პრეტენზია იქნება „მართალი“. თუ ზარალი არის, მაგრამ არა 700 მილიონი ლარი, მაშინ პრეტენზია შეიძლება იყოს „ძირითადად მართალია“ ან „ნახევრად მართალია“. თუ ფონდი არ არის ზარალში ან ზარალი არ შეადგენს 700 მილიონ ლარს, მაშინ პრეტენზია იქნება „ძირითადად მცდარი“ ან „მცდარი“.

საბოლოო პასუხი: ამ ეტაპზე, დამატებითი ფინანსური მონაცემების გარეშე, ვერ ვიტყვი ზუსტად. საჭიროა დამატებითი ინფორმაცია.",False,True
"“According to the first quarter of 2013, in the real sector, except for construction, increases everywhere ...",half true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა ეს პრეტენზია მართალი, საჭიროა 2013 წლის პირველი კვარტლის ეკონომიკური მონაცემების გადამოწმება. თუ მონაცემები აჩვენებს, რომ რეალურ სექტორში (გარდა მშენებლობისა) ზრდა დაფიქსირდა, მაშინ პრეტენზია შეიძლება ჩაითვალოს მართლად. თუ მონაცემები არ ადასტურებს ამ ზრდას ან აჩვენებს, რომ ზრდა არ იყო ყველა სექტორში (გარდა მშენებლობისა), მაშინ პრეტენზია შეიძლება ჩაითვალოს მცდარად.

მონაცემების გარეშე, შეუძლებელია ზუსტი შეფასების გაკეთება. თუმცა, თუ ვივარაუდებთ, რომ პრეტენზია ეფუძნება სანდო წყაროს და მონაცემებს, მაშინ შეიძლება ვივარაუდოთ, რომ ის არის:

საბოლოო პასუხი: ძირითადად მართალია.",False,True
Prices for basic use of medicines decreased by 20-23%,half true,ka,"ამ პრეტენზიის სიზუსტის დასადგენად საჭიროა მეტი ინფორმაცია. მაგალითად, უნდა ვიცოდეთ, რომელ ქვეყანაში ან რეგიონში მოხდა ფასების შემცირება, რომელ პერიოდში, და რომელი მედიკამენტები იგულისხმება. ასევე მნიშვნელოვანია, რომ ეს ინფორმაცია სანდო წყაროებიდან იყოს დადასტურებული.

თუ ვივარაუდებთ, რომ ეს ინფორმაცია სანდო წყაროებიდან არის და ზუსტად ასახავს რეალობას, მაშინ პრეტენზია შეიძლება იყოს მართალი. თუმცა, თუ ინფორმაცია არ არის დადასტურებული ან არ არის საკმარისი მტკიცებულებები, მაშინ პრეტენზია შეიძლება იყოს მცდარი.

საბოლოო პასუხი: ნახევრად მართალია.",False,True
"If we compare the 2012 and 2016 parliamentary elections, the support of the Georgian Dream has increased",false,ka,საბოლოო პასუხი: მცდარი.,False,True
"The norm that prohibited taxes without referendum, one of the investors' attraction c ...",true,ka,"საბოლოო პასუხი: „ნახევრად მართალია“. 

ეს პრეტენზია შეიძლება იყოს ნაწილობრივ მართალი, თუ კონკრეტული ქვეყანა ან რეგიონი მართლაც მოითხოვს რეფერენდუმს ახალი გადასახადების დაწესების ან არსებული გადასახადების გაზრდისათვის. თუმცა, ეს არ არის უნივერსალური ნორმა და დამოკიდებულია კონკრეტულ იურისდიქციაზე. ზოგიერთ ქვეყანაში, გადასახადების დაწესება ან გაზრდა შეიძლება განხორციელდეს საკანონმდებლო ორგანოს მიერ რეფერენდუმის გარეშე.",False,True
Two out of every three people in Georgia die due to diseases caused by tobacco smoking,half true,ka,"საბოლოო პასუხი: მცდარი

მტკიცება, რომ ""Two out of every three people in Georgia die due to diseases caused by tobacco smoking"" (ორი ადამიანიდან სამი საქართველოში კვდება თამბაქოს მოწევით გამოწვეული დაავადებების გამო) არ შეესაბამება რეალობას. მიუხედავად იმისა, რომ თამბაქოს მოწევა არის მნიშვნელოვანი ჯანმრთელობის რისკი და იწვევს მრავალ დაავადებას, ეს პრეტენზია გადაჭარბებულია და არ შეესაბამება სტატისტიკურ მონაცემებს.",False,True
"“Four normative acts are obliged to protect the population from GM, including ...",mostly true,ka,საბოლოო პასუხი: ნახევრად მართალია,False,True
"""Georgia is still in 15 countries of biodiversity ...""",half true,ka,"საქართველოს ბიომრავალფეროვნების სტატუსის შეფასებისას მნიშვნელოვანია განვიხილოთ, თუ რა იგულისხმება ""ბიომრავალფეროვნების ცხელი წერტილების"" (biodiversity hotspots) კონცეფციაში. ბიომრავალფეროვნების ცხელი წერტილები არის გეოგრაფიული რეგიონები, რომლებიც გამოირჩევიან მაღალი ბიომრავალფეროვნებით და ასევე მაღალი საფრთხის ქვეშ არიან. 

საქართველო არის კავკასიის ბიომრავალფეროვნების ცხელი წერტილის ნაწილი, რომელიც ერთ-ერთია მსოფლიოს 36 ცხელი წერტილიდან. თუმცა, პრეტენზია, რომ საქართველო ""15 ქვეყნიდან ერთ-ერთია"", არ შეესაბამება რეალობას, რადგან კავკასიის ცხელი წერტილი მოიცავს მხოლოდ რამდენიმე ქვეყანას (საქართველო, სომხეთი, აზერბაიჯანი და ნაწილობრივ რუსეთი, თურქეთი და ირანი).

საბოლოო პასუხი: მცდარი",False,True
The Ministry of Health since 2013 up to present the number of socially vulnerable 128 & nbsp;000 & nbsp;Reduced by humans ...,mostly true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა ეს პრეტენზია მართალი, საჭიროა რამდენიმე ფაქტორის გათვალისწინება:

1. **წყაროების შემოწმება**: უნდა დავადგინოთ, არსებობს თუ არა ოფიციალური მონაცემები ან ანგარიშები, რომლებიც ადასტურებენ, რომ 2013 წლიდან დღემდე სოციალურად დაუცველი ადამიანების რაოდენობა 128,000-ით შემცირდა.
2. **დეფინიციები**: უნდა განვმარტოთ, რას გულისხმობს ""სოციალურად დაუცველი"" და როგორ განისაზღვრება ეს სტატუსი.
3. **დროული მონაცემები**: უნდა შევადაროთ 2013 წლის მონაცემები დღევანდელ მონაცემებს, რათა დავადგინოთ, მართლაც მოხდა თუ არა ასეთი შემცირება.

თუ ეს მონაცემები და დოკუმენტები ადასტურებენ პრეტენზიას, მაშინ ის შეიძლება ჩაითვალოს მართალად. თუ მონაცემები ნაწილობრივ ადასტურებს, მაშინ შეიძლება ჩაითვალოს ძირითადად მართალად ან ნახევრად მართალად. თუ მონაცემები არ ადასტურებს ან ეწინააღმდეგება პრეტენზიას, მაშინ ის შეიძლება ჩაითვალოს ძირითადად მცდარად ან მცდარად.

**დასკვნა**: ამ ეტაპზე, არ მაქვს საკმარისი ინფორმაცია, რომ დავადგინო, არის თუ არა ეს პრეტენზია მართალი. საჭიროა დამატებითი მონაცემების მოძიება და ანალიზი.

საბოლოო პასუხი: ვერ განისაზღვრება.",False,True
Car exports of exchange flows reduced from 700 million to 180 million,mostly true,ka,"იმისათვის, რომ განვსაზღვროთ, არის თუ არა პრეტენზია „Car exports of exchange flows reduced from 700 million to 180 million“ მართალი, საჭიროა შესაბამისი მონაცემების გადამოწმება. თუ ეს მონაცემები დადასტურებულია და ზუსტია, მაშინ პრეტენზია მართალია. თუ მონაცემები არასწორია ან არ შეესაბამება რეალობას, მაშინ პრეტენზია მცდარია.

თუ არ გვაქვს წვდომა შესაბამის მონაცემებზე, ვერ შევაფასებთ პრეტენზიის სიზუსტეს. 

საბოლოო პასუხი: ვერ შეფასდება.",False,True
